views,likes,dislikes,comments
357997,2182,345,1009
70758,1758,659,2290
360838,1912,394,180
666665,12417,890,1245
193520,380,85,244
588512,59836,361,7093
335260,14452,100,1359
23087,1683,32,106
239384,467,112,153
170816,8864,204,1145
848299,29533,2271,5819
393835,2355,184,1105
56845,521,61,148
393869,17739,1541,2308
102742,232,27,158
158305,2948,340,1798
283644,22898,264,12412
1531420,110336,8450,12813
206459,1866,69,198
6125,659,7,41
164616,609,166,24
838404,5697,440,1294
80646,10688,393,2245
323103,10599,269,965
303351,4625,425,1130
505449,27709,2998,6514
101844,2810,69,185
124132,4430,639,1465
38853,1842,51,444
56055,3727,51,431
590220,36538,544,4845
16698,27,12,18
654630,4494,462,1092
947677,3316,323,130
98806,321,120,298
418707,2274,314,591
345139,19229,150,1437
37542,656,86,69
67987,223,24,88
3674149,80406,6040,7919
1286992,99026,1653,13173
1310218,35263,8263,12362
1099221,18713,450,1180
1122074,4942,4211,2181
3322130,35099,6902,4030
793211,13361,2311,2603
10008003,236463,15887,22154
254360,3215,969,738
2889943,13603,5427,1264
39798,537,29,75
770385,75674,290,3837
255565,12584,433,2836
788328,29299,250,1608
731466,5655,540,306
138135,2343,83,215
256860,6349,68,1129
104245,612,173,74
671099,26239,425,4506
208914,1026,132,114
208914,1026,132,114
94227,3874,122,772
1001837,75367,418,6394
268951,3177,1889,4236
1329150,7902,1013,1774
497534,18306,412,5505
125999,936,77,114
369689,1698,437,201
39016,1185,23,161
66857,3104,53,437
371353,4288,222,1536
105622,3924,59,513
1231083,2699,8482,1006
1222437,9312,465,0
245458,9077,153,648
259309,726,129,645
44847,337,51,141
499714,32035,422,17150
142906,522,141,20
38715,4724,35,1013
22914,415,2,40
69983,2329,32,72
565479,2826,475,1270
186023,3442,106,159
105123,1556,9,143
160478,2923,193,75
94140,371,89,297
793163,46429,6961,35343
479292,809,250,470
226804,12739,315,2195
942338,14101,435,1903
356580,11255,294,1001
778876,14895,933,1267
74061,6344,339,536
317927,2280,181,405
696727,67496,402,7833
57212,631,35,498
159710,228,1345,136
12846,1159,9,58
3792093,82197,19212,27341
1615659,25521,932,2141
1124274,17310,3040,3622
2186786,136330,2711,17962
4152919,88442,6442,8665
4416659,172049,3026,140175
307441,3852,203,457
439440,8507,1069,1013
477736,19175,931,4391
466155,26829,1732,5250
1249920,5428,4535,2233
164112,1226,83,208
419303,4058,2824,5699
592949,10288,180,1902
11224966,253674,17889,23501
171902,5513,181,1041
128155,5240,1281,602
601620,49940,2430,13927
279496,1869,186,635
259933,2137,292,820
2349080,19259,1478,4678
49516,639,38,88
135663,2125,157,464
265638,10051,184,2411
192809,11045,805,1284
372399,1733,417,244
138627,491,169,46
75145,13520,122,3611
176552,608,84,64
3102318,14522,5729,1299
109034,4767,59,597
172078,9163,240,1542
87887,6575,521,2923
818943,77692,301,3997
843202,30471,261,1700
322092,2125,223,542
3307126,12990,1858,2589
258581,1586,220,670
263540,7570,201,3725
181486,5404,87,650
241176,22900,298,3317
364938,519,2781,299
77884,814,119,617
532077,4320,439,1334
806934,29222,472,4920
391952,3423,249,678
82487,1691,40,228
590582,35604,469,18902
58510,870,41,103
161276,2194,21,202
85688,2867,38,821
401082,14653,258,7948
598848,13930,409,624
75384,213,40,59
424796,13217,241,880
741099,5699,547,306
105684,618,175,85
193485,10172,221,2238
1365468,2936,9231,1114
225140,3243,223,91
1168729,80838,460,6954
35008,1507,29,130
112884,4360,75,608
308677,12403,171,2947
158478,1723,137,152
1506456,46271,4917,10283
5061758,105350,23684,32871
1577527,22101,492,1675
391618,3622,491,673
166716,758,93,106
1236958,18598,3312,3913
2516253,147587,3229,19183
1349067,19305,1331,1288
522338,22337,322,2752
2618284,51303,700,1101
457910,17587,2137,2222
4996794,178275,3326,146093
1373763,74011,4091,19632
810207,4008,1439,744
135392,12591,195,1518
238630,5802,73,2286
249535,31466,351,7527
92433,1059,101,964
463237,3307,502,2363
185495,8272,356,1216
84597,1373,21,266
855163,44668,733,5499
62085,278,32,157
1560172,5228,1523,2291
185766,10733,831,12063
548077,20854,1089,4714
134429,887,61,194
816760,12252,259,2232
926118,3893,767,1010
357767,1897,320,199
536628,4740,3481,6562
291082,9583,112,751
995264,6366,700,1835
18484,489,6,29
63026,4107,138,503
373216,2839,295,707
141880,538,155,22
131818,5784,69,827
122906,2729,26,41
68846,1878,44,327
435990,15644,1166,3416
362170,33978,728,7244
347229,1940,255,495
1354670,5799,4724,2385
295492,3615,714,828
330112,13244,1435,3415
439481,2411,275,736
207200,2897,52,274
82844,2870,62,469
220099,14703,130,3336
394732,3966,292,830
195796,2551,183,524
22589,293,19,114
16990,65,4,57
460468,17033,609,3408
12189018,265648,19526,25165
490727,16552,514,2652
356369,7014,163,273
141142,3184,76,837
260820,2648,140,521
88567,488,54,30
4679269,27863,2751,6443
196518,5925,190,1172
56512,690,41,90
119435,1508,76,416
87203,254,37,179
224936,13151,258,2450
2036668,53053,6705,11964
5547553,114335,25427,35208
2198337,26913,854,2176
900526,31450,522,3613
774516,6436,1025,1225
202278,849,125,123
3696718,240637,21057,13517
832446,7995,309,1217
1718638,84164,551,0
2202524,29330,2286,2092
202804,1539,172,239
1285353,19013,3403,3982
157455,1215,68,944
517427,8533,959,2950
242931,9236,657,408
212385,1225,135,223
2809720,156806,3693,19951
384012,7210,101,794
75229,125,33,135
307462,9264,2347,3503
432611,2184,1421,868
1458961,8271,892,2088
344874,631,66,143
464348,18648,3695,1704
574444,52794,730,10937
311591,16008,382,4205
281956,4372,113,1017
227473,858,98,384
275024,1600,147,327
1027658,60506,467,5458
350828,39773,451,2433
1444988,89685,1799,7084
152286,1113,97,414
1166906,10119,798,3074
300629,14704,95,3005
318056,4514,432,1296
184153,15234,269,1761
586807,0,0,1634
104282,3476,54,492
1927437,86955,5105,21317
183204,2171,41,384
144919,535,161,31
94697,517,77,435
292150,14250,209,2338
785573,31080,694,812
150917,1406,188,1160
64864,4759,43,541
57319,156,27,137
703043,51486,1177,9806
91951,695,16,68
260763,9624,465,1370
69141,2454,19,344
1026190,49456,841,6017
113920,358,43,840
107049,697,70,61
508784,61066,558,2692
1639893,5462,1313,1086
517816,3644,134,2410
704630,4796,713,3258
5434078,182699,3561,148981
231120,4518,49,59
436199,12259,161,973
2124598,57682,2169,2874
213771,2909,300,1071
63229,1831,108,225
138037,692,94,103
251638,11009,102,2707
267298,4244,710,1236
654161,20013,3166,5315
251213,3402,193,1602
435399,7232,698,1410
2330403,56586,7662,12136
2155637,173524,1456,13784
563254,7843,290,2362
703614,6828,235,746
5869057,120173,26433,34887
1071973,22877,895,2813
506223,2954,674,744
2041414,84518,921,6747
1034185,34017,600,3850
6898125,282307,27226,16593
953806,7631,1287,1480
217900,1448,83,1133
100815,1143,82,194
131341,184,44,155
529878,31991,1496,6414
710977,82613,783,4171
418121,15084,275,4781
2011486,94131,636,0
635474,9159,145,976
1048249,0,0,2297
683676,848,139,192
291067,22188,211,1352
735218,18940,1885,716
2644799,33787,2745,2300
340539,1708,387,478
27910,176,6,26
232573,572,85,1264
179948,4909,84,621
221661,893,134,126
482898,2268,242,513
547552,11454,3030,3946
793689,10248,1793,3581
2732903,11524,1383,2682
71546,495,314,407
411594,3310,352,1444
241886,909,136,125
196166,780,110,661
1312261,19146,3423,3217
879412,73255,1104,14297
133842,2220,128,273
656235,8006,1664,2523
149315,2981,395,753
568894,17202,4793,6675
2762928,16654,1446,5409
110249,885,21,50
28211,0,0,288
175035,27054,233,2058
575851,21510,4438,2043
2921359,160246,3850,20173
139935,9422,50,544
35389,560,8,57
317872,10448,414,1403
365814,14836,200,3031
115730,275,50,232
410635,16906,271,2823
288930,9140,199,1143
84557,599,122,155
1438356,44287,1162,1052
621635,60719,851,3063
363638,17595,419,4390
150914,5645,147,595
303323,1161,263,502
286552,1300,80,474
134692,570,118,415
48275,249,25,70
16959,419,2,385
1822519,105066,857,12439
381487,1238,169,514
297588,31340,156,3924
3189905,71364,7701,13578
784022,5910,1763,1165
227688,946,76,118
718171,4760,1089,1212
1691139,15184,669,4837
409938,2497,648,624
1161355,57785,1972,17805
399330,9138,366,865
707379,33977,2659,10968
167821,6454,95,737
145520,1604,200,740
235948,9376,581,501
94780,332,19,140
391448,7257,258,2948
144227,530,61,355
178809,12775,139,1181
3935393,92768,2837,4002
2571955,190018,1753,14974
803264,3734,1945,914
2990169,98284,1422,7569
756051,42117,1103,4366
296853,20679,965,2680
250971,1557,173,128
1224346,9685,387,985
963058,47853,2128,8284
156794,927,74,136
132893,766,867,461
1257354,25617,1065,3257
228010,4455,320,2630
104845,1124,52,132
166037,910,56,157
1351871,121514,1550,5812
77940,1262,87,414
348233,1735,343,355
36287,363,18,85
8353760,295999,29519,17491
148030,534,178,42
1016525,7972,1351,1625
255068,1205,111,226
652824,19446,410,5825
6062089,123467,26995,35574
750505,2904,554,2654
44474,1454,24,177
261033,2563,240,772
96639,266,35,232
311298,39084,393,2796
20868,472,5,556
241634,1536,92,1251
424062,28250,313,1601
140079,717,703,631
427135,39283,233,4736
147565,199,49,165
310151,1944,225,370
26670,1100,34,146
210101,2865,166,317
311892,2342,299,43
731954,9661,159,1044
967452,1051,241,202
166278,14028,296,6583
2176483,99090,680,0
235920,10622,139,2362
1393767,30404,3218,1206
284214,660,105,1377
107291,688,72,64
1213017,0,0,2399
747950,13799,3873,4828
80647,2367,161,129
90790,2051,76,786
177043,6185,256,1162
183863,5915,59,518
47514,1254,160,563
131250,1144,79,227
275679,2099,69,165
104551,174,150,212
726453,48242,1088,2126
6857215,129654,63163,28041
976546,20721,2494,4274
1589297,16708,3186,6582
2048788,103017,2705,13529
1721172,10906,5336,2857
811755,11707,771,350
1556038,22896,1117,1082
1881659,43113,1163,5676
1875654,56332,6349,19797
372902,5969,808,1314
570150,2584,288,270
434730,9537,218,793
419935,19958,344,4667
363350,6462,270,686
148899,5497,135,234
249493,21687,717,1375
104407,3839,29,364
1407751,52032,493,3068
1314250,2136,144,557
1657434,110174,1512,6561
268097,19257,116,1230
961034,25080,2818,4325
129753,295,5,22
8117,183,3,17
470922,8664,94,854
465954,15239,204,2537
1081065,4014,2852,1043
2959136,18813,1053,6107
197002,5936,199,1429
3141738,11880,1666,2480
1086906,6543,1980,2248
114276,2169,93,221
261884,1277,166,201
842348,6544,668,2496
221145,6790,85,434
585140,22689,385,5065
240451,16050,534,581
226706,3694,170,529
278544,3925,502,1525
272262,10418,1266,2733
38262,653,6,573
192909,2343,484,717
358954,7980,162,3294
490471,1846,477,197
314049,12692,252,2772
546964,4573,1014,1064
164462,1275,66,249
186439,509,270,76
255925,1531,183,615
999910,126366,1034,35280
37468,211,39,49
154230,11354,591,3121
13646,118,1,40
323205,6683,544,4742
75546,315,89,119
3456702,150088,4581,8586
1482774,171013,4080,25756
1701612,25066,1163,3510
240336,1526,165,1880
1371144,19143,1438,665
720285,5515,100,481
1288281,145913,777,15600
490320,6634,299,697
1913509,97490,4011,20274
1122598,12919,1836,3048
259927,5828,434,728
319698,6474,209,197
560605,15451,447,570
159427,498,90,528
119851,3473,33,251
346077,6916,568,2764
1450215,24665,3216,5184
193887,4074,25,188
909074,32556,311,3145
567657,29060,196,1690
1856287,25149,1270,943
198999,11198,52,833
198677,6984,150,2067
73026,249,41,146
291220,6488,107,2274
7500652,136078,64906,29351
1851728,11338,5650,3097
185536,1150,80,245
408717,7003,232,545
61489,1249,32,852
627673,10112,380,881
365855,2159,194,266
282161,3350,314,967
414705,13746,487,3287
24037,558,5,39
2125207,44744,1280,6162
49275,1007,21,350
16824,276,5,28
456614,35834,1248,1952
1991881,38853,5602,6709
28995,509,7,315
1956042,56985,6508,18485
140165,9630,84,866
180073,6793,126,624
358568,11687,134,850
95820,1096,95,888
504934,2377,336,819
145925,537,201,34
519654,22262,406,5098
137699,759,79,109
117560,3714,161,615
337863,1538,382,292
88922,3469,127,318
184977,4745,199,432
299872,719,117,77
35811,719,3,73
947354,5758,547,1736
148230,1206,106,372
91807,5041,59,407
329056,2023,220,553
437650,3250,515,846
2327128,132796,2034,7681
683394,10244,126,969
79065,5291,37,658
246922,14970,154,2845
215416,8675,93,1635
195517,1563,187,222
349028,5711,1187,2117
305023,9854,214,1206
4462805,186028,6081,9931
2707826,250442,6928,33373
2137879,215148,1209,19997
510414,2571,330,2952
2186990,29224,1911,4801
1206569,7355,162,532
1748932,24401,1837,797
1076739,6752,1904,6506
337519,16230,97,1173
491082,8771,280,429
622774,8130,366,857
469310,12130,326,3474
1845344,21645,3095,5119
704099,32392,564,5137
236686,2632,84,1626
372812,6128,41,313
2044950,102198,4185,21152
110808,1960,70,679
2285434,26877,1221,4292
332689,7350,97,1106
354000,15324,297,1702
332653,6761,524,829
114333,10362,191,1610
519008,9320,883,3647
241647,759,113,325
165797,772,120,74
537119,13514,535,5067
716427,18611,574,676
2083841,45693,1008,4263
34439,496,32,158
63610,106,33,93
58691,513,65,51
755653,11153,397,989
426494,6622,121,185
142970,199,106,74
1343515,7723,772,2045
303784,3974,437,1305
448412,8446,173,2454
99878,8358,67,469
93299,556,77,485
473990,22914,256,3652
271263,1618,162,332
848764,19656,842,3418
411405,3234,312,1315
820128,28900,1939,4615
987910,12309,3609,6213
1630627,26094,3512,5472
1131991,40867,567,2260
48621,249,25,78
155172,1439,173,1085
193720,5135,237,824
43506,339,84,247
629994,6007,367,992
417297,4972,447,1350
147703,4039,35,267
108799,7104,193,1128
700901,1393,304,131
602301,30124,206,1789
115794,6578,52,807
208362,1225,92,289
409990,12966,187,2072
754670,11906,422,896
809510,71594,890,5197
114404,8346,213,1375
43263,3155,172,735
267135,6600,109,2257
230507,1858,174,548
7878889,139666,65698,26132
312599,24394,262,2846
2448502,44434,6998,8115
557189,42325,1454,2073
5217561,206109,7023,10694
3031902,266980,7685,35031
2348594,100065,5129,27348
2410999,232441,1327,21144
707704,3294,454,3556
539281,20361,242,3799
1988542,9984,2858,9294
1629369,9198,293,652
1156524,95666,1172,8464
2437565,267405,4776,20597
1407618,50085,991,6848
2449088,31084,2324,5341
1121261,6736,334,945
904258,17126,810,6287
865400,36401,1148,1101
214052,14325,332,2216
5711617,41133,2391,6332
665709,25774,409,4035
579996,9866,317,521
634707,14299,424,3970
1973176,27412,2095,925
327388,2603,3214,2428
4945042,75205,1955,7207
2562500,29439,4000,6048
103428,6749,100,342
111650,147,45,140
386447,17536,110,1225
691171,8670,388,911
174824,5409,69,440
2750645,27355,9561,14568
554315,9430,140,1330
872496,13013,2883,6442
82728,478,85,71
175734,2713,97,770
67273,169,53,195
439356,6850,50,392
21580,614,6,491
300942,365,189,120
1137294,15262,581,1038
141768,15425,133,2257
2120670,104713,4266,18150
17178,338,14,128
492750,2287,283,426
405921,11507,894,2464
668347,9086,185,228
359218,1165,329,502
2498732,10514,1192,2632
89016,2285,12,201
15376,249,16,187
787060,26567,2365,2814
178579,1787,1451,1595
28897,0,0,269
46664,379,96,145
1454233,99762,692,20801
330732,5285,239,617
609475,10390,1014,3929
385859,1088,156,369
787096,20102,644,716
651707,4156,433,1581
1935381,14112,1030,1685
150809,8676,233,1419
5764719,216867,7555,11330
465097,14148,2407,6263
1181893,61258,1027,14030
837814,27761,377,4669
2906985,113408,6983,30520
289498,1051,145,636
3183416,273992,8011,32293
172469,4654,93,473
503948,12487,696,1460
1105694,67991,710,8392
2548486,240244,1374,21756
144826,7880,44,1384
893977,3992,554,3580
138665,164,75,44
2440452,11646,3383,10498
1640333,116704,1547,9879
1585037,53876,1069,7194
496033,14825,317,2678
2998343,295533,5599,23879
1311677,44889,347,1454
132250,1410,80,206
1295436,36833,703,5423
25896,548,8,507
158269,1018,83,259
101363,317,82,0
2661642,32313,2653,5410
2233469,10654,360,738
2309842,22948,4902,9793
1005762,17938,876,6456
1113253,42862,1567,1304
4202295,89265,11288,10654
5136175,46044,17634,22544
142940,299,97,281
276959,6743,98,550
36399,489,14,132
402079,4743,365,1082
236715,15092,371,2276
7091239,94451,3033,9140
224119,20983,212,2953
323367,2217,264,513
111572,693,80,55
435002,22456,1091,4321
774323,16401,508,4072
185461,694,123,105
25006,192,7,97
1174711,5859,82,535
650784,10993,337,603
7299063,46775,2999,6889
95702,3688,265,286
96081,290,58,162
251481,11110,128,2300
189211,4552,31,212
138932,8295,121,398
2149866,29771,2263,1064
3226905,36006,4850,7074
408394,18181,114,1136
250271,3592,127,882
604784,9768,151,1371
202389,5454,70,2573
1754618,8266,2779,3011
255076,3903,267,1110
2796125,58605,13562,29725
2318060,239148,5251,32921
996294,70117,555,7774
232882,960,158,243
817676,14254,276,945
1734472,78583,1411,17472
3154858,118909,7745,31855
922569,30062,328,4041
307358,11999,87,2033
262975,7156,124,631
437363,1340,214,839
62736,960,8,311
104399,3502,49,456
368572,2292,276,1016
29479,25,3,2
1441481,79446,870,9825
6074583,222639,7891,11603
324525,5527,577,1403
820630,18539,702,5617
341129,3735,506,1744
379233,5102,258,2148
151387,1099,66,299
171121,543,161,0
746481,19004,496,3181
20669,81,8,17
2643362,78392,805,2344
137243,457,159,28
6508,163,0,13
103579,290,45,199
22060,457,8,412
2625882,244375,1412,22013
13008,270,0,24
349575,1649,424,189
301075,3900,445,1385
154457,4039,71,1783
781163,17956,1339,3028
1036132,4496,610,3796
1064653,7220,822,626
188845,206,106,55
337568,2114,218,586
170328,1231,515,926
149826,9123,128,393
169566,13768,190,814
242879,1167,1368,664
2210771,63264,1077,10891
9189,57,1,11
1687353,56047,1119,7318
2763024,12929,3798,11491
37170,227,39,96
169187,4797,102,286
3288942,308038,5912,25649
67731,1449,473,650
1716425,119296,1591,10117
182657,1902,45,131
22614,928,14,164
483210,39654,597,5135
1250500,6290,84,586
88651,3448,33,393
165494,3487,238,512
6718583,128369,17325,14221
63939,2195,142,564
255936,9480,618,698
4566672,90438,22294,39989
4071232,343271,9167,42196
383743,12154,749,556
1418316,87300,865,9141
1671864,24359,1100,2197
1367416,78895,1320,9319
150342,1425,28,413
264010,12317,129,9574
321574,8401,264,592
1036988,32023,355,4200
555758,19252,1234,5853
3294424,122220,8087,32602
410284,14011,103,2335
2816711,14054,1614,3785
33734,14,11,0
71876,686,70,67
1700526,103579,1715,4792
587373,3019,389,1251
138949,722,129,201
896726,11472,2974,3692
524165,1488,259,879
305234,3758,420,1486
546871,6464,352,2486
139819,496,196,50
128434,738,52,161
522716,6172,486,2498
89596,6778,61,224
235671,1929,213,274
474136,6934,953,1775
184332,1738,33,100
351135,2268,246,482
1297563,8096,1062,745
347442,4411,4946,2606
1644649,85365,990,10560
228275,11742,377,3765
260453,5596,126,2067
25782,459,11,536
470884,3209,134,525
29847,853,7,102
327212,1448,528,209
159040,13734,221,1882
108124,286,89,210
108183,3929,109,420
123790,3876,60,498
1010257,20644,814,5990
346624,7008,92,1018
6450575,227180,8210,11775
250678,24617,180,855
11189,261,6,88
3679641,50404,6450,12678
347626,5347,427,801
441424,10386,429,519
146451,4759,44,538
717370,21504,247,2965
560524,5640,767,1797
5601485,109023,26717,45777
3068037,206202,1468,9535
4488502,363298,9994,44054
1993989,99994,1839,11391
828023,12060,433,1063
971400,21212,437,2018
418584,16199,192,11921
391480,13873,881,676
1107374,34031,480,1587
1532913,91458,943,9491
474343,24714,274,4629
120926,2036,85,379
572982,6668,505,3947
78535,430,57,75
158013,2232,72,197
16709,7,5,2
358401,2101,268,771
174167,1521,32,424
61924,1443,30,201
76668,628,57,82
116512,12897,54,1770
598726,10254,313,2749
10809,166,1,17
171896,5177,175,544
168245,1824,4152,1083
1743283,31678,736,1335
6165831,38331,4167,9818
197630,1564,39,92
105363,660,110,78
785084,23712,1591,6812
27281,493,10,567
382911,17059,607,5049
118859,673,55,141
82548,450,33,98
1495082,6522,1188,2061
17986,0,0,10
104051,265,54,146
84903,1075,137,966
519407,4323,363,1330
300872,4073,663,563
241103,12602,155,1865
24049,37,19,12
43623,16,6,8
230723,11576,215,376
1497991,15624,5343,6188
135090,5378,392,2042
272512,3354,324,1664
92927,3700,186,496
145549,8664,68,2253
334643,1705,476,279
312700,1990,232,477
81847,3278,37,396
1105588,33264,368,4336
752085,44462,677,1737
298280,10583,155,1277
263433,1364,261,551
360723,10609,324,1579
29170,676,22,134
78865,4810,102,752
586969,3015,907,915
29078,448,31,0
484146,15477,127,2607
80434,6202,34,496
518174,8644,129,1291
90989,7332,53,517
5779856,295402,2956,13719
1192248,18098,500,1271
231565,815,266,1365
6192243,117733,28879,48267
916257,25586,1414,0
4673202,371156,10290,44754
375866,4928,126,1196
116675,262,46,413
2100199,102964,1942,11594
393554,9393,263,416
284299,4829,25,227
1060572,40283,500,6469
489447,24095,319,2697
1662533,43686,870,2368
545660,5003,13955,3294
1179421,23929,537,2248
726104,10462,488,787
331267,27224,262,2910
834081,8576,727,4767
138917,833,58,545
496911,17611,215,12820
189719,829,151,160
496778,15453,492,3988
332437,14240,918,711
106854,2998,90,280
463163,18604,508,4479
1596153,93548,975,9763
105328,1192,108,867
16872,7,5,2
546536,2728,368,1011
27757,617,6,25
141265,5742,66,1026
64652,1942,29,456
132144,137,125,41
169030,1026,131,212
227628,4142,812,1635
42226,250,18,136
204708,11279,40,797
57571,21,8,10
286496,3010,291,1078
18311,300,5,192
142965,656,152,33
743499,11297,407,2829
174148,1027,148,389
180410,1545,32,424
908363,6120,573,1739
18183,1499,20,317
66851,896,15,48
337276,1767,365,208
102560,293,52,208
19109,243,6,22
925647,26125,1688,7223
490133,19738,234,2400
81467,741,79,118
179734,4619,229,617
296062,9650,143,778
128315,9850,320,1237
8713798,50335,6103,12653
1782107,40029,2796,0
7296078,347157,3655,15487
496354,1460,490,2088
841447,17346,546,825
1493357,20793,659,1453
367783,11622,379,9071
692420,8831,100,459
275153,548,105,790
831246,34423,502,3604
1251611,42261,2782,9764
212054,1056,97,706
798716,6927,22254,4839
351066,27488,325,1452
259267,14726,351,3293
209870,3159,323,520
627225,5134,258,876
1161286,14458,931,2606
222470,23483,253,1469
1654555,32483,663,4415
4836529,377826,10580,45289
875123,9874,2355,4633
1365733,14403,779,931
75479,154,27,142
75156,80,16,13
304669,8436,81,1042
1901198,47804,1058,2663
2132569,103963,1972,11676
1413830,92645,566,10985
444189,31608,467,3197
758606,23683,743,5742
1287558,25328,574,2343
1386919,7538,899,1517
212102,746,90,304
6622430,122960,30537,49814
427021,8845,367,2764
409558,7072,131,1166
398279,3219,278,948
167806,1504,182,1061
307578,1890,195,403
643400,3246,1771,839
311863,3700,259,1229
254440,1024,191,203
567677,18630,239,13379
967971,9368,856,5062
242033,8352,102,1359
1134269,8025,682,2296
58107,22,13,9
365584,5438,560,2351
136017,509,217,65
21825,2287,6,94
64388,386,28,52
730764,39897,799,4109
513410,3473,546,673
174055,171,156,49
138351,974,98,140
336652,14340,934,726
121427,260,94,737
328933,1667,347,222
138532,13799,17,778
158241,948,18,54
67974,627,9,310
3158540,38700,1041,1548
107911,9105,38,947
230276,7759,158,426
2903560,64666,4816,0
618025,26246,643,6010
1373965,25905,920,1265
782255,28290,659,12748
8611250,398287,4335,18069
765541,4984,269,689
679043,1914,620,2573
684046,29596,388,3080
702180,5984,694,983
1049769,11359,173,638
381772,12555,462,5914
412417,33550,405,1686
365992,688,143,952
603668,65625,809,14470
129316,214,47,209
1628399,21785,725,1630
78697,138,46,208
288054,470,177,1342
49100,370,116,111
67388,495,47,108
113948,2470,90,545
536064,4465,456,647
67333,953,78,147
130694,4475,149,2224
98628,6707,44,464
225421,1567,41,59
286489,5257,128,1269
790970,3351,597,732
916996,7867,25120,6274
2017691,37893,761,4735
676146,9410,195,1504
529354,2612,315,529
340436,1033,356,881
342468,14009,199,10044
1201873,12350,2983,6015
2885114,11587,1501,2210
233241,1142,117,794
102571,1515,42,423
169024,4915,113,1546
2629020,12853,1320,3493
1923322,113141,839,12799
210771,2052,1110,1597
15511,315,6,319
1758962,16305,961,988
31275,0,0,208
263483,9297,52,509
511617,12616,128,1566
149108,1143,146,766
16264,9,0,3
103009,10225,132,5665
266646,12141,76,1262
435432,16583,323,3266
426665,3302,289,941
1514843,9419,1155,2003
411252,42838,1034,5419
23299,194,28,233
1230548,10786,666,859
4991946,383858,10784,39525
2074499,51349,1149,3102
596843,57847,530,1301
9667194,34934,3386,2730
286467,4609,140,78
609156,16917,342,2267
3918480,92776,6342,0
1502047,43735,1183,14533
277262,662,163,970
791924,30738,780,6926
119085,3785,41,485
331334,18826,824,2078
465022,10358,1629,11784
572422,16431,601,6556
143492,4042,35,0
306101,6513,115,2096
203431,1698,412,243
195457,10923,171,884
133189,14342,363,2642
1275578,7396,539,901
967117,37977,544,3801
233729,1344,160,216
1717111,30039,1079,1284
169777,21371,510,3252
151163,1670,82,201
164780,236,81,279
454860,35262,435,1727
150022,993,74,95
796739,28747,266,2354
1281075,12849,198,620
781365,2139,700,2503
9820768,439811,4975,19371
828306,78787,1177,16186
835921,76862,1996,6791
446011,18356,936,8142
167335,1483,125,208
218700,6142,216,2382
379402,19502,368,3502
1741648,0,0,1653
146994,582,220,50
362931,1897,387,186
31793,580,21,77
6586,38,2,4
69819,4926,49,411
413908,736,158,904
883973,6855,751,814
148679,2376,341,1035
138945,4995,32,1349
518749,3088,60,101
319301,2156,221,414
108132,543,423,549
349589,545,195,1467
2932,5,1,2
149760,234,52,244
59742,4498,56,645
14669,306,4,264
125556,2508,95,418
32758,4488,46,437
207406,1888,187,551
94868,664,38,82
222240,2718,104,622
739169,11196,2223,1827
42663,622,11,198
64165,437,145,175
52649,3789,37,183
264464,9427,120,1816
1387775,41400,426,1808
519181,7453,226,133
1026017,40840,789,16583
1638023,128342,3108,18537
17757144,57440,5727,3849
4226399,420224,5723,52168
510479,8499,732,1620
784673,10095,219,652
790417,29266,203,1790
541664,19228,542,3283
754632,19372,443,2567
377611,829,202,1249
303820,7512,69,1921
445713,18864,338,1255
262198,4128,142,349
89206,506,41,120
408188,5628,74,201
214893,1349,207,313
355504,7435,197,554
20133,327,1,19
576187,26478,1607,2988
671190,12914,2285,14745
468299,8496,158,2310
829846,4412,1599,734
440435,2706,318,1029
43056,141,6,69
184615,1362,67,308
190164,18037,544,3476
889074,32861,854,5575
326353,2326,662,324
41454,505,9,113
108477,1268,80,420
540568,5326,949,2046
289120,20623,307,1102
141529,518,218,75
499511,16812,239,490
297198,26392,1196,4064
369129,1778,389,227
105276,341,42,161
328265,2123,232,485
635518,17504,639,6722
350654,4942,488,1615
20107,37,6,14
534198,38199,436,1986
264845,12205,131,2630
369007,3091,847,787
275514,9379,115,1211
141273,4242,47,532
101320,4656,78,582
16845,316,13,99
44983,294,51,117
325497,4853,404,928
110232,3675,278,460
171401,5502,148,499
334333,47563,633,6494
278738,8398,296,3334
122149,6671,352,686
540975,3419,438,588
1170491,36870,381,2895
154551,1218,74,293
1618363,9523,748,1071
82332,4890,84,575
109021,3395,79,976
2300330,59142,894,2783
914385,45710,3246,6952
1947221,62737,1514,24042
2729516,182101,4596,24092
1052337,13815,395,1056
583360,8669,253,158
683086,10319,1137,2055
1768016,159723,2444,13874
19258457,64687,6513,4231
5283507,246778,11798,15508
904706,25463,975,4121
4763251,453842,6807,56481
374583,7890,266,770
294728,3192,64,424
936946,33288,248,1951
106919,3418,124,468
795224,20110,455,2652
747833,36567,861,2104
1065309,59293,1160,10696
359907,4655,648,1498
477510,64609,1089,8160
8532222,18425,14429,1726
2489579,12659,1807,1746
388827,8459,87,2139
812462,4515,1430,613
472166,949,251,1473
106553,701,95,101
162046,1184,56,274
570030,21938,397,1453
649381,3456,431,1397
78135,829,112,95
167235,2335,130,1017
298876,3089,449,1601
498399,6233,91,229
144004,513,202,59
85507,305,9,11
41538,1211,6,84
542761,4917,624,914
153940,986,23,39
337850,1764,427,259
336662,11729,1654,1217
467921,5961,429,2377
517595,8976,170,2345
309621,2139,315,489
